id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6032,Male,18,1,9,1,< 1 Year,Yes,27670,147,203,1
6033,Female,65,1,7,0,1-2 Year,Yes,25686,153,115,1
6034,Male,27,1,14,1,1-2 Year,No,33956,108,24,0
6035,Female,30,1,20,1,1-2 Year,Yes,47222,140,44,1
6036,Male,53,1,20,1,> 2 Years,No,48129,50,242,0
6037,Female,26,1,10,0,1-2 Year,Yes,20786,72,68,1
6038,Female,31,1,11,1,> 2 Years,No,23370,139,140,1
6039,Male,53,1,39,1,> 2 Years,Yes,23622,103,183,1
6040,Female,27,0,19,0,> 2 Years,Yes,57274,83,260,0
6041,Male,57,0,19,0,< 1 Year,Yes,40885,23,259,0
6042,Male,40,1,43,1,1-2 Year,Yes,41296,88,59,0
6043,Male,52,1,6,0,1-2 Year,Yes,58201,143,114,1
6044,Male,72,1,8,0,> 2 Years,No,27785,63,265,1
6045,Female,24,1,1,1,> 2 Years,No,25902,148,174,1
6046,Female,59,0,23,0,1-2 Year,No,39806,89,269,1
6047,Male,52,1,40,1,> 2 Years,No,50195,10,133,0
6048,Male,19,1,37,1,1-2 Year,No,36439,112,111,1
6049,Female,32,1,10,1,> 2 Years,No,31366,118,53,0
6050,Female,26,0,2,0,> 2 Years,No,42480,49,124,0
6051,Male,64,1,36,1,> 2 Years,Yes,57939,49,61,1
6052,Female,34,1,2,1,> 2 Years,No,33300,76,156,0
6053,Male,79,1,15,0,1-2 Year,No,39404,33,279,1
6054,Male,56,1,20,0,< 1 Year,Yes,55535,87,69,0
6055,Female,69,1,42,0,1-2 Year,No,33281,78,161,1
6056,Male,35,1,21,0,> 2 Years,Yes,49791,23,93,1
6057,Male,32,1,30,0,> 2 Years,Yes,42263,37,280,1
6058,Male,35,1,24,0,1-2 Year,Yes,21431,22,9,1
6059,Female,41,1,2,1,< 1 Year,Yes,30941,130,191,1
6060,Female,40,1,38,1,1-2 Year,Yes,23755,148,144,1
6061,Male,29,1,22,1,1-2 Year,Yes,59892,5,23,1
6062,Male,40,1,29,1,< 1 Year,No,20640,3,187,0
6063,Male,38,1,14,1,> 2 Years,No,48108,82,209,0
6064,Male,79,1,5,1,< 1 Year,No,58635,12,91,0
6065,Male,43,1,24,1,> 2 Years,Yes,57065,70,221,1
6066,Female,25,1,26,0,< 1 Year,Yes,41996,40,267,1
6067,Male,47,1,2,0,> 2 Years,No,52100,101,87,0
6068,Male,51,1,46,1,> 2 Years,Yes,53320,134,196,1
6069,Male,19,1,45,0,1-2 Year,Yes,42334,63,8,1
6070,Male,22,1,34,0,> 2 Years,Yes,53709,153,90,1
6071,Female,48,1,23,0,< 1 Year,Yes,20276,91,244,1
6072,Male,50,0,41,1,> 2 Years,No,52704,83,177,1
6073,Male,71,1,35,0,> 2 Years,No,34554,50,8,1
6074,Male,21,1,15,1,> 2 Years,Yes,44946,1,115,0
6075,Male,23,1,3,0,< 1 Year,Yes,30291,73,34,1
6076,Male,40,1,12,1,< 1 Year,Yes,40945,138,32,1
6077,Male,62,1,38,1,1-2 Year,Yes,33091,113,100,1
6078,Male,36,0,17,0,< 1 Year,Yes,45186,49,82,1
6079,Male,60,1,38,1,> 2 Years,Yes,52835,14,94,0
6080,Male,62,1,27,1,1-2 Year,No,39704,46,193,0
6081,Male,25,1,19,1,1-2 Year,No,21793,40,249,0
6082,Female,56,1,49,1,< 1 Year,No,36721,114,53,1
6083,Male,30,0,48,1,> 2 Years,No,46049,147,99,0
6084,Male,18,1,21,1,> 2 Years,Yes,59736,17,67,0
6085,Male,23,1,40,0,< 1 Year,Yes,41318,114,158,0
6086,Male,24,1,24,1,1-2 Year,Yes,53533,70,59,0
6087,Female,65,1,24,0,1-2 Year,No,52094,38,161,1
6088,Male,79,1,19,0,< 1 Year,No,28808,102,16,1
6089,Female,44,1,31,1,> 2 Years,Yes,43777,103,49,1
6090,Male,32,1,40,0,> 2 Years,Yes,30502,125,259,1
6091,Male,69,1,20,1,> 2 Years,Yes,38557,145,285,1
6092,Female,79,0,15,1,> 2 Years,Yes,31384,73,270,1
6093,Male,51,1,40,1,> 2 Years,Yes,48162,125,235,0
6094,Male,75,1,35,0,> 2 Years,No,22719,11,237,1
6095,Male,74,1,48,0,> 2 Years,Yes,38130,53,197,1
6096,Female,40,0,35,1,> 2 Years,No,59235,120,29,0
6097,Male,65,1,33,1,< 1 Year,Yes,34097,146,149,1
6098,Female,66,1,40,0,> 2 Years,Yes,53972,109,241,1
6099,Male,41,1,41,1,1-2 Year,Yes,36971,135,284,1
6100,Female,32,1,44,1,> 2 Years,No,53674,71,185,0
6101,Male,52,1,18,0,1-2 Year,Yes,40997,39,185,0
6102,Female,21,1,17,1,< 1 Year,No,38085,11,246,0
6103,Male,61,1,8,0,< 1 Year,Yes,32873,125,106,1
6104,Female,54,1,20,1,> 2 Years,No,33525,10,22,1
6105,Male,34,1,11,0,> 2 Years,Yes,45825,128,280,1
6106,Male,48,1,30,0,> 2 Years,Yes,32543,98,274,1
6107,Male,55,0,27,1,< 1 Year,Yes,29813,88,74,0
6108,Male,27,1,39,0,< 1 Year,Yes,32693,76,257,1
6109,Male,71,1,14,1,1-2 Year,Yes,39973,137,282,0
6110,Female,67,1,42,0,> 2 Years,Yes,26622,102,33,1
6111,Female,44,1,15,1,> 2 Years,No,35998,110,125,0
6112,Male,59,1,12,1,> 2 Years,No,55594,8,183,0
6113,Female,23,1,20,1,> 2 Years,Yes,46961,21,18,1
6114,Male,73,1,17,0,> 2 Years,No,42391,97,120,1
6115,Male,23,1,40,0,1-2 Year,No,41232,89,197,0
6116,Female,69,0,26,1,< 1 Year,No,56466,103,266,0
6117,Female,32,1,14,0,> 2 Years,Yes,35139,6,295,1
6118,Female,21,1,25,1,< 1 Year,Yes,29936,59,164,1
6119,Male,74,1,26,1,> 2 Years,Yes,33917,23,143,1
6120,Female,65,1,47,1,> 2 Years,Yes,24637,73,131,1
6121,Male,71,1,25,0,< 1 Year,Yes,51293,100,90,1
6122,Male,73,1,25,1,< 1 Year,Yes,47378,118,120,0
6123,Male,57,1,27,1,1-2 Year,Yes,49802,140,101,0
6124,Female,24,1,43,1,> 2 Years,Yes,46161,157,162,1
6125,Female,68,1,12,1,< 1 Year,Yes,28414,67,298,1
6126,Female,75,1,20,0,1-2 Year,Yes,25239,61,265,1
6127,Male,66,1,16,1,> 2 Years,Yes,33167,61,108,1
6128,Male,70,1,25,1,< 1 Year,Yes,27167,118,270,1
6129,Male,62,0,27,0,< 1 Year,Yes,56261,30,102,0
6130,Male,64,1,18,0,1-2 Year,Yes,56242,27,243,1
6131,Male,43,1,10,0,< 1 Year,No,32125,124,33,0
6132,Female,75,1,30,1,> 2 Years,Yes,24595,30,81,1
6133,Male,48,1,1,1,> 2 Years,Yes,59502,100,85,1
6134,Male,19,1,4,0,< 1 Year,No,24055,151,263,1
6135,Male,45,1,23,1,> 2 Years,Yes,49928,37,296,0
6136,Male,59,1,7,1,1-2 Year,Yes,23668,154,163,1
6137,Male,30,1,30,1,> 2 Years,Yes,56425,63,199,1
6138,Female,35,1,26,1,> 2 Years,Yes,36361,68,8,1
6139,Female,47,1,1,1,1-2 Year,Yes,36882,93,42,1
6140,Female,72,1,29,1,< 1 Year,Yes,23348,108,120,0
6141,Male,28,1,25,0,< 1 Year,Yes,59321,37,133,0
6142,Male,30,1,40,1,> 2 Years,Yes,58594,97,5,1
6143,Male,68,1,26,1,< 1 Year,Yes,36961,115,216,1
6144,Female,78,1,17,0,1-2 Year,No,52680,31,246,1
6145,Female,41,1,31,0,1-2 Year,Yes,28556,153,126,1
6146,Male,74,1,8,0,1-2 Year,Yes,26560,153,205,1
6147,Male,79,1,5,1,> 2 Years,No,32905,105,214,0
6148,Male,46,1,1,1,> 2 Years,Yes,50196,30,90,1
6149,Female,73,1,15,1,> 2 Years,Yes,27554,148,65,1
6150,Female,71,1,36,1,1-2 Year,Yes,44425,23,83,1
6151,Male,22,1,7,0,< 1 Year,Yes,33106,127,178,1
6152,Male,52,1,46,1,1-2 Year,Yes,46630,129,180,1
6153,Male,36,1,44,0,> 2 Years,Yes,56464,143,139,1
6154,Male,72,1,27,0,1-2 Year,Yes,21212,21,30,1
6155,Male,30,1,35,0,> 2 Years,No,50550,30,174,1
6156,Male,22,1,27,0,< 1 Year,Yes,26397,11,215,1
6157,Female,61,1,20,0,> 2 Years,Yes,58398,114,60,1
6158,Female,31,1,18,0,> 2 Years,No,39170,158,91,1
6159,Male,55,1,40,1,> 2 Years,Yes,55608,137,6,1
6160,Female,79,1,2,0,1-2 Year,Yes,50142,69,222,1
6161,Male,39,1,30,0,1-2 Year,No,48899,47,5,0
6162,Male,26,1,38,1,> 2 Years,Yes,42431,33,166,0
6163,Male,66,1,30,1,> 2 Years,Yes,51284,122,64,1
6164,Male,57,1,7,0,1-2 Year,Yes,45880,65,134,1
6165,Male,43,1,39,0,1-2 Year,No,43559,159,14,1
6166,Male,62,1,13,1,> 2 Years,Yes,44772,123,52,1
6167,Male,78,1,33,1,> 2 Years,Yes,40458,56,178,0
6168,Female,22,1,40,0,1-2 Year,Yes,36257,45,273,1
6169,Male,46,1,30,0,1-2 Year,Yes,51890,33,168,0
6170,Male,71,1,30,1,> 2 Years,Yes,58850,106,36,1
6171,Male,39,1,23,1,> 2 Years,Yes,27903,51,74,1
6172,Female,66,1,45,1,1-2 Year,Yes,57639,133,49,1
6173,Male,20,1,24,0,< 1 Year,Yes,23258,38,197,1
6174,Female,45,1,20,0,> 2 Years,Yes,28324,133,209,1
6175,Male,55,1,28,1,1-2 Year,Yes,57708,56,31,0
6176,Male,31,1,19,1,< 1 Year,Yes,34494,81,185,1
6177,Male,64,1,49,0,> 2 Years,Yes,43948,89,78,1
6178,Male,31,0,13,1,1-2 Year,No,23189,153,108,0
6179,Male,60,0,16,0,1-2 Year,Yes,49056,52,103,1
6180,Male,28,1,15,1,1-2 Year,Yes,56397,36,207,0
6181,Male,26,1,11,0,> 2 Years,Yes,39587,120,76,1
6182,Male,55,1,12,1,< 1 Year,Yes,29247,151,97,1
6183,Male,64,1,22,1,< 1 Year,No,30336,136,249,1
6184,Female,61,1,25,1,1-2 Year,Yes,48543,159,232,1
6185,Male,78,1,3,1,< 1 Year,Yes,42093,63,94,1
6186,Female,23,1,24,0,> 2 Years,Yes,53650,21,278,1
6187,Female,18,1,25,1,> 2 Years,No,30626,99,286,0
6188,Male,42,1,9,0,> 2 Years,Yes,57683,105,166,1
6189,Male,33,1,28,1,< 1 Year,No,32042,106,251,1
6190,Male,69,1,46,0,< 1 Year,Yes,47400,122,212,1
6191,Female,32,1,30,1,< 1 Year,Yes,22232,50,130,1
6192,Female,51,1,7,1,< 1 Year,Yes,55773,157,223,1
6193,Female,34,1,11,0,1-2 Year,No,37591,60,64,0
6194,Female,20,1,10,1,< 1 Year,Yes,54685,44,178,1
6195,Female,20,1,3,1,> 2 Years,Yes,50770,2,183,0
6196,Male,54,1,19,1,> 2 Years,Yes,22779,108,3,1
6197,Male,34,1,2,0,> 2 Years,No,30241,105,148,1
6198,Female,72,1,17,1,< 1 Year,Yes,33388,98,99,1
6199,Male,78,0,29,1,> 2 Years,No,23042,143,19,0
6200,Male,66,1,2,0,< 1 Year,Yes,23550,52,70,1
6201,Female,69,1,16,1,< 1 Year,Yes,24494,88,78,1
6202,Male,55,1,49,1,1-2 Year,Yes,21062,134,14,1
6203,Female,18,1,10,1,1-2 Year,Yes,57409,101,193,1
6204,Female,24,1,4,1,1-2 Year,Yes,28933,131,188,1
6205,Male,43,1,43,1,< 1 Year,No,34401,96,246,0
6206,Female,64,1,26,1,< 1 Year,Yes,37836,146,31,1
6207,Male,56,1,49,0,> 2 Years,Yes,37760,92,45,1
6208,Male,36,1,24,0,1-2 Year,Yes,36766,145,202,1
6209,Male,69,1,12,1,< 1 Year,Yes,49722,32,230,0
6210,Male,71,1,21,0,1-2 Year,Yes,20066,76,225,1
6211,Male,47,1,42,1,< 1 Year,Yes,40287,101,80,0
6212,Male,60,1,16,1,> 2 Years,No,32787,130,20,1
6213,Male,72,0,36,0,< 1 Year,No,41234,154,178,0
6214,Male,31,0,35,0,1-2 Year,Yes,21435,145,265,1
6215,Female,30,1,9,1,> 2 Years,Yes,54421,116,102,1
6216,Female,37,1,6,0,> 2 Years,Yes,34301,100,201,1
6217,Male,43,1,44,1,< 1 Year,Yes,59592,34,180,1
6218,Male,44,1,1,0,1-2 Year,Yes,41873,19,78,1
6219,Male,42,1,14,1,> 2 Years,Yes,29824,62,137,1
6220,Male,26,1,24,0,> 2 Years,No,46381,50,57,1
6221,Female,58,1,10,0,> 2 Years,Yes,28252,86,245,1
6222,Female,65,1,18,0,> 2 Years,Yes,32237,45,255,1
6223,Male,29,0,45,0,> 2 Years,Yes,58961,122,159,0
6224,Male,27,1,9,1,< 1 Year,Yes,23596,82,251,1
6225,Male,23,1,27,1,> 2 Years,Yes,25315,115,295,1
6226,Female,67,1,19,0,> 2 Years,Yes,38647,88,210,1
6227,Male,51,1,36,0,1-2 Year,Yes,41795,1,181,1
6228,Female,76,0,3,1,> 2 Years,No,47973,66,116,0
6229,Female,69,1,38,1,> 2 Years,Yes,30764,152,27,0
6230,Male,58,1,9,1,1-2 Year,No,43063,52,105,1
6231,Male,36,1,10,0,1-2 Year,Yes,31121,2,245,1
6232,Female,23,0,9,1,< 1 Year,No,30845,155,265,0
6233,Male,19,1,17,1,> 2 Years,No,20607,87,177,1
6234,Male,32,1,42,0,> 2 Years,No,34303,32,192,1
6235,Male,34,1,38,1,1-2 Year,No,28161,3,205,1
6236,Female,33,1,48,1,< 1 Year,Yes,48706,55,63,0
6237,Female,45,1,49,1,< 1 Year,Yes,43441,27,113,1
6238,Female,38,0,43,1,< 1 Year,No,44270,8,2,0
6239,Female,25,1,20,1,< 1 Year,Yes,39223,20,167,0
6240,Female,27,1,7,0,1-2 Year,Yes,27045,17,207,1
6241,Female,27,1,4,0,< 1 Year,No,37801,109,151,1
6242,Male,67,1,10,1,< 1 Year,Yes,32691,33,269,1
6243,Male,27,0,21,1,> 2 Years,Yes,55876,55,109,1
6244,Female,26,1,14,1,> 2 Years,Yes,50944,73,148,1
6245,Female,45,1,25,1,< 1 Year,No,52523,98,13,0
6246,Female,41,1,17,1,1-2 Year,No,40808,108,183,0
6247,Male,36,1,28,1,> 2 Years,Yes,52864,144,155,1
6248,Female,50,1,14,1,> 2 Years,Yes,35807,91,106,1
6249,Female,21,1,13,1,1-2 Year,Yes,49853,79,22,0
6250,Male,73,1,34,1,1-2 Year,Yes,57904,64,32,1
6251,Male,20,1,41,1,< 1 Year,Yes,25666,88,22,1
6252,Male,59,1,3,1,< 1 Year,No,28615,101,190,1
6253,Male,29,1,4,0,1-2 Year,Yes,34738,113,47,1
6254,Male,35,1,44,0,1-2 Year,Yes,38235,83,1,1
6255,Male,40,0,15,1,> 2 Years,Yes,21917,23,171,1
6256,Male,37,1,20,0,< 1 Year,No,55525,103,38,1
6257,Female,23,0,8,0,> 2 Years,Yes,47561,95,235,0
6258,Female,70,1,5,1,< 1 Year,Yes,39948,94,3,0
6259,Female,51,1,2,0,1-2 Year,No,45416,7,272,1
6260,Male,59,1,28,1,> 2 Years,Yes,41018,109,136,1
6261,Male,19,1,22,0,> 2 Years,Yes,35629,59,85,1
6262,Female,47,1,9,0,< 1 Year,Yes,38018,114,258,1
6263,Male,26,1,28,1,< 1 Year,Yes,20125,3,76,1
6264,Female,44,1,46,1,< 1 Year,Yes,52467,112,206,1
6265,Female,59,1,1,0,1-2 Year,No,42649,30,86,1
6266,Male,51,1,36,1,< 1 Year,Yes,20351,138,212,1
6267,Female,57,1,49,1,1-2 Year,No,20449,98,189,1
6268,Male,41,1,42,1,< 1 Year,No,27172,13,263,1
6269,Male,66,1,2,1,1-2 Year,No,23068,77,290,1
6270,Female,34,1,38,0,> 2 Years,Yes,33469,25,22,1
6271,Male,46,1,26,1,1-2 Year,No,26863,62,13,0
6272,Female,53,1,31,0,< 1 Year,No,44344,40,237,0
6273,Male,67,1,41,0,> 2 Years,Yes,40841,79,198,1
6274,Male,29,1,19,1,> 2 Years,Yes,53560,3,127,0
6275,Male,48,1,31,1,< 1 Year,No,22378,46,44,1
6276,Female,66,1,9,1,< 1 Year,No,25856,86,281,1
6277,Male,26,1,3,0,> 2 Years,Yes,57120,98,55,1
6278,Male,78,1,38,1,> 2 Years,No,33486,69,29,0
6279,Female,36,1,6,1,< 1 Year,Yes,55144,41,240,0
6280,Male,63,1,49,1,> 2 Years,Yes,58170,60,291,1
6281,Female,63,1,45,0,> 2 Years,Yes,30533,157,80,1
6282,Male,79,0,45,1,1-2 Year,Yes,47026,136,205,0
6283,Female,34,1,7,0,1-2 Year,Yes,57584,98,76,1
6284,Female,19,1,41,1,> 2 Years,Yes,53345,4,202,1
6285,Male,57,1,25,1,< 1 Year,Yes,25319,25,44,0
6286,Male,22,1,25,0,1-2 Year,Yes,55538,151,38,1
6287,Female,76,1,1,0,< 1 Year,No,42945,153,112,0
6288,Male,56,0,22,0,< 1 Year,Yes,41277,98,268,0
6289,Female,71,1,20,1,< 1 Year,No,33587,70,214,0
6290,Male,78,1,13,0,> 2 Years,No,55921,98,192,1
6291,Male,65,1,40,1,> 2 Years,No,58519,149,15,0
6292,Male,33,1,21,0,1-2 Year,Yes,57638,108,292,1
6293,Female,34,1,23,0,< 1 Year,No,38476,94,69,0
6294,Male,71,1,41,1,> 2 Years,Yes,28817,123,241,0
6295,Female,44,1,33,1,1-2 Year,Yes,38253,56,90,1
6296,Female,24,0,9,1,> 2 Years,No,52071,3,171,0
6297,Male,69,1,29,0,> 2 Years,No,34132,79,275,1
6298,Male,25,1,32,0,> 2 Years,Yes,34372,149,78,1
6299,Female,25,1,11,1,< 1 Year,Yes,54758,46,120,0
6300,Male,40,1,36,1,< 1 Year,Yes,40665,126,166,1
6301,Female,49,1,29,1,1-2 Year,Yes,55447,119,282,0
6302,Male,60,1,48,0,1-2 Year,Yes,33352,78,106,1
6303,Male,64,1,31,0,> 2 Years,No,35269,68,215,1
6304,Female,35,1,14,1,> 2 Years,No,28491,31,205,0
6305,Male,55,1,25,1,> 2 Years,No,36618,46,140,1
6306,Male,71,1,26,1,< 1 Year,Yes,28078,45,229,1
6307,Male,29,0,22,1,> 2 Years,Yes,51614,4,292,0
6308,Male,32,1,9,0,1-2 Year,Yes,35778,125,297,1
6309,Male,45,1,33,1,> 2 Years,Yes,30266,56,156,1
6310,Female,72,1,23,1,< 1 Year,Yes,59207,6,203,0
6311,Male,55,0,35,0,< 1 Year,Yes,53525,82,235,0
6312,Male,67,0,20,1,> 2 Years,Yes,31819,152,230,1
6313,Female,73,1,33,1,> 2 Years,No,47481,39,285,0
6314,Male,48,1,35,0,> 2 Years,Yes,56011,111,15,1
6315,Male,69,1,46,1,< 1 Year,Yes,58752,73,142,0
6316,Female,26,1,30,1,> 2 Years,Yes,51664,98,144,0
6317,Female,25,1,46,1,> 2 Years,Yes,44260,127,284,1
6318,Male,63,1,30,1,> 2 Years,Yes,47796,40,206,0
6319,Female,36,0,22,1,1-2 Year,Yes,23905,37,36,1
6320,Male,68,1,45,1,> 2 Years,Yes,29078,126,175,1
6321,Female,25,1,1,1,1-2 Year,Yes,31149,50,182,1
6322,Male,51,1,15,1,< 1 Year,No,38804,11,220,1
6323,Male,74,0,25,0,1-2 Year,Yes,27275,59,270,0
6324,Male,21,1,20,1,> 2 Years,No,21016,154,83,1
6325,Male,48,1,7,0,< 1 Year,No,21339,8,57,1
6326,Male,55,1,16,0,< 1 Year,Yes,30724,28,77,1
6327,Female,20,1,23,0,> 2 Years,Yes,28410,60,179,1
6328,Male,52,0,21,1,< 1 Year,Yes,29713,89,295,0
6329,Male,36,1,1,0,< 1 Year,Yes,46897,10,28,1
6330,Male,60,1,47,1,> 2 Years,Yes,51087,63,14,0
6331,Male,46,1,20,1,< 1 Year,Yes,20828,75,246,1
6332,Female,27,1,47,1,1-2 Year,Yes,50369,154,165,1
6333,Male,29,1,19,0,1-2 Year,No,28017,151,112,0
6334,Male,63,1,6,1,1-2 Year,Yes,23577,147,180,1
6335,Male,47,1,38,0,1-2 Year,No,39042,146,22,1
6336,Female,47,1,32,0,> 2 Years,Yes,44411,147,223,1
6337,Male,77,1,1,1,> 2 Years,Yes,24805,15,257,1
6338,Male,35,1,30,0,1-2 Year,Yes,32377,16,239,1
6339,Male,41,1,16,1,1-2 Year,No,33009,148,204,1
6340,Male,49,1,27,1,1-2 Year,No,32189,147,222,0
6341,Male,26,1,18,0,< 1 Year,Yes,45534,147,54,1
6342,Female,64,1,13,1,> 2 Years,Yes,49791,88,174,1
6343,Female,41,1,44,0,< 1 Year,Yes,55825,31,112,1
6344,Female,43,0,28,0,> 2 Years,Yes,46329,8,85,1
6345,Male,20,1,10,1,> 2 Years,Yes,59201,50,248,0
6346,Male,40,1,14,0,> 2 Years,Yes,21142,88,68,1
6347,Male,28,1,29,1,< 1 Year,Yes,26293,136,127,1
6348,Female,27,1,11,0,1-2 Year,No,20311,13,194,1
6349,Male,67,1,27,1,< 1 Year,No,32952,147,135,0
6350,Female,53,1,44,1,> 2 Years,Yes,31713,151,101,1
6351,Male,77,0,17,1,1-2 Year,No,28186,106,71,1
6352,Male,30,1,3,1,< 1 Year,Yes,46240,97,66,1
6353,Male,79,1,31,1,> 2 Years,Yes,40681,158,204,0
6354,Male,46,1,21,1,1-2 Year,No,31652,157,131,1
6355,Female,55,1,33,0,< 1 Year,Yes,28976,61,1,1
6356,Female,76,1,1,1,1-2 Year,No,20461,35,35,0
6357,Male,70,1,6,1,< 1 Year,Yes,37413,137,272,1
6358,Male,30,1,4,1,> 2 Years,No,59754,112,136,1
6359,Female,74,1,22,1,1-2 Year,No,58950,25,149,0
6360,Female,43,1,13,1,1-2 Year,Yes,51674,121,261,1
6361,Male,37,0,44,1,> 2 Years,No,37043,106,287,0
6362,Male,22,1,30,1,1-2 Year,No,59763,64,251,0
6363,Male,37,1,40,1,1-2 Year,Yes,40180,115,90,1
6364,Male,31,1,26,1,< 1 Year,Yes,52703,110,257,1
6365,Male,62,1,39,0,> 2 Years,No,27797,37,215,1
6366,Male,31,0,39,1,> 2 Years,Yes,57928,38,32,1
6367,Male,25,1,7,1,< 1 Year,No,21625,8,84,1
6368,Male,65,1,14,1,1-2 Year,Yes,32610,75,92,0
6369,Male,30,0,26,1,> 2 Years,Yes,35141,23,58,1
6370,Female,41,1,18,1,1-2 Year,No,39688,129,288,1
6371,Female,32,1,24,0,1-2 Year,Yes,23109,9,18,1
6372,Male,68,1,25,0,> 2 Years,Yes,58171,40,174,1
6373,Female,18,1,32,0,> 2 Years,Yes,59689,156,8,1
6374,Female,39,1,6,0,> 2 Years,No,47799,97,221,0
6375,Male,51,1,16,1,> 2 Years,Yes,50525,96,282,0
6376,Male,67,1,3,1,> 2 Years,Yes,42195,136,18,1
6377,Female,68,1,21,0,> 2 Years,Yes,30607,37,130,1
6378,Female,57,0,32,0,< 1 Year,Yes,27238,18,49,1
6379,Female,20,1,2,0,< 1 Year,Yes,20214,112,235,1
6380,Female,72,1,47,0,> 2 Years,Yes,59163,77,264,0
6381,Female,43,1,20,1,< 1 Year,Yes,58638,75,278,0
6382,Male,31,1,11,0,> 2 Years,Yes,28101,80,98,1
6383,Male,75,1,18,0,> 2 Years,Yes,46567,44,99,0
6384,Male,58,1,11,1,1-2 Year,Yes,40834,78,199,0
6385,Male,78,1,35,0,1-2 Year,Yes,26127,144,78,1
6386,Female,25,1,36,1,< 1 Year,Yes,27184,18,157,0
6387,Male,66,1,38,1,< 1 Year,No,47595,25,7,0
6388,Female,72,1,12,0,> 2 Years,Yes,37782,35,211,1
6389,Male,72,1,31,1,< 1 Year,Yes,35590,71,281,1
6390,Male,73,1,36,1,> 2 Years,Yes,46197,27,8,0
6391,Male,33,1,30,0,< 1 Year,Yes,54677,138,287,1
6392,Male,59,1,44,0,> 2 Years,Yes,38228,75,236,1
6393,Female,38,1,4,1,< 1 Year,Yes,38427,148,68,1
6394,Female,27,1,2,1,1-2 Year,Yes,34213,80,288,1
6395,Female,74,1,44,1,1-2 Year,Yes,56545,139,135,0
6396,Male,42,1,13,0,< 1 Year,Yes,24740,67,142,1
6397,Male,73,1,26,0,> 2 Years,Yes,24993,138,197,1
6398,Male,55,1,29,1,> 2 Years,No,41181,6,12,1
6399,Male,39,1,48,1,< 1 Year,Yes,32386,95,37,1
6400,Female,66,1,36,1,< 1 Year,No,31344,49,283,0
6401,Female,78,1,28,0,> 2 Years,Yes,21726,32,85,1
6402,Female,65,1,8,1,> 2 Years,Yes,22010,29,77,1
6403,Male,64,1,5,1,< 1 Year,Yes,35090,122,89,1
6404,Female,71,1,32,1,< 1 Year,Yes,39785,17,34,1
6405,Male,63,1,30,0,< 1 Year,Yes,51861,98,298,1
6406,Female,21,1,14,1,< 1 Year,Yes,50225,49,236,0
6407,Male,21,1,47,1,< 1 Year,Yes,42732,144,48,0
6408,Male,47,1,43,0,1-2 Year,Yes,55256,135,17,1
6409,Male,19,1,10,1,1-2 Year,No,30951,13,149,1
6410,Female,46,1,10,1,1-2 Year,Yes,58754,132,271,0
6411,Male,60,1,6,0,< 1 Year,Yes,30614,63,26,1
6412,Male,79,0,16,1,1-2 Year,Yes,52061,124,99,0
6413,Female,53,1,26,0,< 1 Year,No,57630,73,140,1
6414,Male,38,0,21,1,< 1 Year,Yes,59299,76,22,1
6415,Male,78,1,36,1,1-2 Year,Yes,53725,78,228,1
6416,Male,77,1,41,1,< 1 Year,No,51547,15,213,1
6417,Male,38,1,42,1,> 2 Years,Yes,56715,133,74,1
6418,Female,65,1,30,1,< 1 Year,Yes,28673,42,251,1
6419,Female,38,1,5,1,> 2 Years,Yes,59573,18,191,0
6420,Male,21,0,10,1,1-2 Year,Yes,59506,72,28,1
6421,Female,18,1,48,0,1-2 Year,Yes,56735,136,296,1
6422,Male,79,1,31,0,> 2 Years,Yes,31725,68,94,1
6423,Male,43,1,11,1,< 1 Year,Yes,35912,115,94,0
6424,Male,73,1,38,0,< 1 Year,No,31423,154,266,1
6425,Male,68,1,7,1,1-2 Year,No,55266,75,281,1
6426,Male,19,0,12,1,1-2 Year,Yes,25682,70,1,0
6427,Female,26,1,45,0,1-2 Year,No,21133,22,73,1
6428,Female,72,1,49,0,> 2 Years,Yes,52847,69,212,1
6429,Male,74,1,41,1,< 1 Year,Yes,57689,129,294,0
6430,Male,62,1,8,1,> 2 Years,Yes,58800,86,82,0
6431,Female,35,1,28,0,< 1 Year,No,43656,35,221,1
6432,Female,65,0,16,1,< 1 Year,Yes,54877,126,165,0
6433,Female,65,1,3,1,> 2 Years,Yes,42534,67,96,0
6434,Male,74,1,37,1,< 1 Year,Yes,26268,131,12,1
6435,Female,59,1,32,1,> 2 Years,Yes,58419,129,56,0
6436,Male,58,1,21,0,< 1 Year,No,34274,42,204,1
6437,Male,28,1,45,1,< 1 Year,Yes,58255,58,107,0
6438,Male,42,1,18,0,< 1 Year,Yes,32102,88,33,1
6439,Male,43,1,48,0,1-2 Year,Yes,49104,96,159,1
6440,Male,78,1,46,0,1-2 Year,Yes,36642,85,190,1
6441,Male,75,1,11,0,< 1 Year,Yes,40341,4,2,1
6442,Male,53,1,8,1,< 1 Year,Yes,51167,17,52,0
6443,Female,59,1,12,0,< 1 Year,Yes,24653,77,81,1
6444,Male,52,0,2,1,< 1 Year,Yes,58736,99,129,0
6445,Male,55,0,41,1,> 2 Years,Yes,43410,11,93,0
6446,Male,20,1,22,1,1-2 Year,Yes,50613,40,132,0
6447,Female,76,1,9,1,> 2 Years,Yes,39891,141,8,1
